"pair","carrier","dist","pass","port1","port2","carrier_name","Hubs","city1","city2","nsmiles","passengers_sum","fare","ppm","income"
"LAS-LAX","NK",236,161451,"LAS","LAX","Spirit",1,"Las Vegas, NV","Los Angeles, CA",236,15680,113.056223214286,0.479051793280872,1772721.58
"JFK-SFO","AA",2586,161197,"JFK","SFO","American",1,"New York City, NY","San Francisco, CA",2619,19404,298.370720045011,0.115379242090105,5789585.45175339
"IND-PHX","AA",1488,161123,"IND","PHX","American",1,"Indianapolis, IN","Phoenix, AZ",1488,2116,255.797966834189,0.171907235775665,541268.497821144
"PHX-TPA","AA",1788,160958,"PHX","TPA","American",1,"Phoenix, AZ","Tampa, FL",1788,1962,252.932370030581,0.141461057064083,496253.31
"AUS-JFK","DL",1521,160332,"AUS","JFK","Delta",1,"Austin, TX","New York City, NY",1559,6738,223.117329980143,0.146691209717386,1503364.56940621
"DSM-PHX","AA",1149,160248,"DSM","PHX","American",1,"Des Moines, IA","Phoenix, AZ",1149,1611,189.715425201738,0.165113511924924,305631.55
"JAX-JFK","B6",828,160139,"JAX","JFK","Jetblue",1,"Jacksonville, FL","New York City, NY",866.25,5146,146.530454722114,0.176969148215114,754045.72
"ORD-PHX","WN",1440,159561,"ORD","PHX","Southwest",1,"Chicago, IL","Phoenix, AZ",1444,12965,176.195451600463,0.122357952500321,2284374.03
"LAS-MCO","NK",2039,159553,"LAS","MCO","Spirit",1,"Las Vegas, NV","Orlando, FL",2039,3785,158.14636988111,0.0775607503095192,598584.01
"BNA-PIT","WN",462,159537,"BNA","PIT","Southwest",0,"Nashville, TN","Pittsburgh, PA",462,892,159.907432735426,0.346119984275814,142637.43
"DTW-LAX","NK",1979,159340,"DTW","LAX","Spirit",1,"Detroit, MI","Los Angeles, CA",1979,5985,124.468431077694,0.0628946089326398,744943.56
"MCO-SEA","DL",2554,159175,"MCO","SEA","Delta",1,"Orlando, FL","Seattle, WA",2554,3370,232.783555270105,0.0911446966601819,784480.581260253
"DEN-PHL","AA",1558,159001,"DEN","PHL","American",1,"Denver, CO","Philadelphia, PA",1558,4306,195.805900928072,0.125677728451908,843140.20939628
"ABQ-HOU","WN",759,158794,"ABQ","HOU","Southwest",1,"Albuquerque, NM","Houston, TX",759,911,198.714357848518,0.261810748153515,181028.78
"DEN-SLC","UA",391,158760,"DEN","SLC","United",1,"Denver, CO","Salt Lake City, UT",391,3662,120.3174561478,0.307717279150382,440602.524413242
"HOU-MAF","WN",441,158660,"HOU","MAF","Southwest",1,"Houston, TX","Midland/Odessa, TX",441,1961,150.15717491076,0.340492460115102,294458.22
"BNA-MKE","WN",475,157904,"BNA","MKE","Southwest",0,"Nashville, TN","Milwaukee, WI",475,286,152.14,0.320294736842105,43512.04
"BNA-LAX","DL",1797,157780,"BNA","LAX","Delta",1,"Nashville, TN","Los Angeles, CA",1797,6430,204.524078361726,0.113814178275863,1315089.8238659
"FAT-LAS","WN",259,157694,"FAT","LAS","Southwest",1,"Fresno, CA","Las Vegas, NV",259,1316,163.493166357304,0.631247746553297,215157.006926212
"LAX-MIA","B6",2342,157630,"LAX","MIA","Jetblue",1,"Los Angeles, CA","Miami, FL",2343,14156,203.873563734043,0.0870510519786689,2886034.16821911
"BNA-LAX","AA",1797,157485,"BNA","LAX","American",1,"Nashville, TN","Los Angeles, CA",1797,6430,204.524078361726,0.113814178275863,1315089.8238659
"CMH-RSW","WN",930,157460,"CMH","RSW","Southwest",0,"Columbus, OH","Fort Myers, FL",930,1909,170.658569931902,0.183503838636453,325787.21
"LAX-TUS","OO",451,156828,"LAX","TUS","Skywest",1,"Los Angeles, CA","Tucson, AZ",453,1369,162.12190384817,0.359472070616785,221944.886368145
"IAH-LGA","DL",1416,156311,"IAH","LGA","Delta",1,"Houston, TX","New York City, NY",1465,11136,178.030684925725,0.125727884834552,1982549.70733288
"BNA-DTW","WN",456,155901,"BNA","DTW","Southwest",0,"Nashville, TN","Detroit, MI",456,2193,137.290870953032,0.301076471388229,301078.88
"DEN-OKC","OO",495,154821,"DEN","OKC","Skywest",1,"Denver, CO","Oklahoma City, OK",495,1335,163.725862388836,0.330759317957245,218574.026289096
"PHX-STL","AA",1262,154605,"PHX","STL","American",1,"Phoenix, AZ","St. Louis, MO",1262,2555,211.150426614481,0.167314125685009,539489.34
"DEN-RDU","UA",1436,154019,"DEN","RDU","United",1,"Denver, CO","Raleigh/Durham, NC",1436,2498,197.606725380304,0.137609140236981,493621.6
"DFW-SAV","AA",925,153853,"DFW","SAV","American",1,"Dallas/Fort Worth, TX","Savannah, GA",925,797,202.833086574655,0.21927901251314,161657.97
"CMH-LAS","WN",1771,153626,"CMH","LAS","Southwest",1,"Columbus, OH","Las Vegas, NV",1771,1797,227.546377295492,0.128484685090623,408900.84
"ATL-LAX","AA",1947,153558,"ATL","LAX","American",1,"Atlanta, GA","Los Angeles, CA",1947,12216,203.896243787786,0.104723289053819,2490796.51411159
"LAX-MSY","DL",1670,153157,"LAX","MSY","Delta",1,"Los Angeles, CA","New Orleans, LA",1670,3781,246.215384818831,0.147434362166965,930940.37
"DEN-IAH","WN",862,152836,"DEN","IAH","Southwest",1,"Denver, CO","Houston, TX",883,7787,140.852113779376,0.163401524106005,1096815.41
"ATL-BNA","WN",214,152816,"ATL","BNA","Southwest",1,"Atlanta, GA","Nashville, TN",214,1022,132.394843444227,0.618667492730033,135307.53
"BUF-JFK","B6",301,152754,"BUF","JFK","Jetblue",1,"Buffalo, NY","New York City, NY",326,2293,167.133484518099,0.555260745907304,383237.08
"IND-MCO","NK",829,152591,"IND","MCO","Spirit",1,"Indianapolis, IN","Orlando, FL",829,3485,91.9973199426112,0.110973847940424,320610.66
"LAX-SFO","B6",337,152464,"LAX","SFO","Jetblue",1,"Los Angeles, CA","San Francisco, CA",372,35228,138.171538434272,0.41000456508686,4867506.95596253
"SFO-SLC","OO",599,152446,"SFO","SLC","Skywest",1,"San Francisco, CA","Salt Lake City, UT",599,4996,157.697537159129,0.263268008612904,787856.89564701
"BOS-MYR","NK",738,152059,"BOS","MYR","Spirit",0,"Boston, MA","Myrtle Beach, SC",756,730,95.4578630136986,0.12934669785054,69684.24
"CMH-PHX","AA",1670,152004,"CMH","PHX","American",1,"Columbus, OH","Phoenix, AZ",1670,1359,258.527191341095,0.154806701401853,351338.453032548
"BOI-SFO","OO",522,151985,"BOI","SFO","Skywest",1,"Boise, ID","San Francisco, CA",523,2012,150.224005412499,0.287785450981799,302250.698889948
"ATL-MDW","DL",591,151789,"ATL","MDW","Delta",1,"Atlanta, GA","Chicago, IL",606,11361,139.553901065047,0.236131812292804,1585471.87
"SEA-SMF","OO",605,151165,"SEA","SMF","Skywest",1,"Seattle, WA","Sacramento, CA",605,4380,146.326238927802,0.241861551946781,640908.926503774
"AUS-LAX","WN",1242,151011,"AUS","LAX","Southwest",1,"Austin, TX","Los Angeles, CA",1242,8207,147.15961968405,0.118486006186835,1207738.998747
"DFW-MKE","AA",853,150811,"DFW","MKE","American",1,"Dallas/Fort Worth, TX","Milwaukee, WI",853,1256,205.246090764331,0.2406167535338,257789.09
"ATL-DFW","NK",731,150033,"ATL","DFW","Spirit",1,"Atlanta, GA","Dallas/Fort Worth, TX",731,9971,129.558361383862,0.17723442049776,1291826.42135849
"MIA-PHL","F9",1013,149847,"MIA","PHL","Frontier",1,"Miami, FL","Philadelphia, PA",1013,8720,127.410249008092,0.125775171775017,1111017.37135056
"MCI-MCO","NK",1072,149682,"MCI","MCO","Spirit",1,"Kansas City, MO","Orlando, FL",1072,2726,87.5609757887014,0.0816800147282662,238691.22
"ATL-IND","WN",432,148551,"ATL","IND","Southwest",1,"Atlanta, GA","Indianapolis, IN",432,2112,132.566027462121,0.306865804310466,279979.45
"ATL-JFK","B6",760,148399,"ATL","JFK","Jetblue",1,"Atlanta, GA","New York City, NY",795,21496,142.491688139281,0.187489063341159,3063001.32824198
"LGA-MYR","NK",563,148194,"LGA","MYR","Spirit",0,"New York City, NY","Myrtle Beach, SC",601,2203,90.5339854743532,0.160806368515725,199446.37
"CMH-TPA","WN",829,147914,"CMH","TPA","Southwest",0,"Columbus, OH","Tampa, FL",829,2044,154.253380626223,0.18607162922343,315293.91
"ATL-MIA","WN",594,147636,"ATL","MIA","Southwest",1,"Atlanta, GA","Miami, FL",594,15456,113.132928959627,0.190459476363009,1748582.55
"DEN-TUL","WN",541,147379,"DEN","TUL","Southwest",1,"Denver, CO","Tulsa, OK",541,858,146.17548951049,0.270194989853031,125418.57
"JFK-LAX","UA",2475,147189,"JFK","LAX","United",1,"New York City, NY","Los Angeles, CA",2510,33868,327.458500582206,0.1323064648817,11090364.4977182
"MCO-PHX","WN",1849,147106,"MCO","PHX","Southwest",1,"Orlando, FL","Phoenix, AZ",1849,3740,144.906157754011,0.0783700150102816,541949.03
"ORD-PHL","UA",678,146832,"ORD","PHL","United",1,"Chicago, IL","Philadelphia, PA",678,5295,177.615195797561,0.261969315335635,940472.461748085
"DCA-MCO","B6",759,146825,"DCA","MCO","Jetblue",1,"Washington, DC","Orlando, FL",787,13129,137.25424936304,0.180835638159474,1802011.03988736
"DEN-LAX","AA",862,146273,"DEN","LAX","American",1,"Denver, CO","Los Angeles, CA",862,14550,144.086572191716,0.167153796046074,2096459.62538947
"IAH-PHL","UA",1325,146262,"IAH","PHL","United",1,"Houston, TX","Philadelphia, PA",1336,2447,198.02450331198,0.149452455329796,484565.959604414
"IAH-SEA","AS",1874,145915,"IAH","SEA","Alaska",1,"Houston, TX","Seattle, WA",1894,2895,236.412675102851,0.126154042210699,684414.694422753
"BOS-RDU","B6",612,145877,"BOS","RDU","Jetblue",1,"Boston, MA","Raleigh/Durham, NC",625,3353,192.946805845511,0.315272558571097,646950.64
"CLE-TPA","F9",927,145733,"CLE","TPA","Frontier",1,"Cleveland, OH","Tampa, FL",930.75,2044,94.3054500978474,0.101731877128206,192760.34
"LAS-MCO","F9",2039,145636,"LAS","MCO","Frontier",1,"Las Vegas, NV","Orlando, FL",2039,3785,234.904049999908,0.11520551741045,889111.829249651
"BZN-DEN","WN",524,145595,"BZN","DEN","Southwest",1,"Bozeman, MT","Denver, CO",524,631,119.387115689382,0.227838007040805,75333.27
"ATL-RIC","WN",481,145243,"ATL","RIC","Southwest",1,"Atlanta, GA","Richmond, VA",481,2190,116.076698630137,0.241323697775753,254207.97
"BDL-MCO","NK",1050,144787,"BDL","MCO","Spirit",1,"Hartford, CT","Orlando, FL",1050,4124,102.625969932105,0.0977390189829569,423229.5
"BNA-SAT","WN",822,144019,"BNA","SAT","Southwest",0,"Nashville, TN","San Antonio, TX",822,793,199.854968474149,0.243132565053709,158484.99
"SEA-SFO","OO",679,143724,"SEA","SFO","Skywest",1,"Seattle, WA","San Francisco, CA",696,13356,147.450319940362,0.217158055876822,1969346.47312348
"BOS-MIA","DL",1258,143588,"BOS","MIA","Delta",1,"Boston, MA","Miami, FL",1283,13905,158.287075229237,0.125824384124989,2200981.78106254
"AUS-SAN","WN",1164,143376,"AUS","SAN","Southwest",0,"Austin, TX","San Diego, CA",1164,1986,192.326510574018,0.165228960974242,381960.45
"DEN-IND","UA",977,143295,"DEN","IND","United",1,"Denver, CO","Indianapolis, IN",977,2588,203.843894954836,0.208642676514674,527548.000143116
"MDW-SEA","WN",1733,143273,"MDW","SEA","Southwest",1,"Chicago, IL","Seattle, WA",1733,6104,169.204344692005,0.0976366674506666,1032823.32
"IAD-RSW","UA",891,143226,"IAD","RSW","United",1,"Washington, DC","Fort Myers, FL",919,3624,181.635337504681,0.203855597648351,658246.463116963
"ATL-RDU","WN",356,143015,"ATL","RDU","Southwest",1,"Atlanta, GA","Raleigh/Durham, NC",356,2619,106.89470790378,0.300266033437584,279957.24
"DEN-RDU","WN",1436,142899,"DEN","RDU","Southwest",1,"Denver, CO","Raleigh/Durham, NC",1436,2498,199.603528889613,0.1389996719287,498609.615166252
"DCA-TPA","AA",814,142679,"DCA","TPA","American",1,"Washington, DC","Tampa, FL",844,7281,169.501198945761,0.208232431137299,1234138.22952409
"ORD-PBI","AA",1143,142607,"ORD","PBI","American",1,"Chicago, IL","West Palm Beach/Palm Beach, FL",1143,1628,211.624262899263,0.185148086526039,344524.3
"ATL-DCA","WN",547,142244,"ATL","DCA","Southwest",1,"Atlanta, GA","Washington, DC",577,12391,137.158398030829,0.250746614315958,1699529.71
"DEN-PIT","WN",1290,142228,"DEN","PIT","Southwest",1,"Denver, CO","Pittsburgh, PA",1290,1559,220.51395766517,0.17094105245362,343781.26
"ELP-LAS","WN",583,142152,"ELP","LAS","Southwest",1,"El Paso, TX","Las Vegas, NV",583,1163,168.234694754944,0.28856722942529,195656.95
"BNA-ORD","AA",409,141872,"BNA","ORD","American",1,"Nashville, TN","Chicago, IL",409,4361,149.161889739621,0.364698996918388,650495.001154486
"CHS-JFK","B6",636,141104,"CHS","JFK","Jetblue",1,"Charleston, SC","New York City, NY",674.25,4873,175.571218517798,0.276055375027984,855558.547837229
"ALB-MDW","WN",717,140865,"ALB","MDW","Southwest",1,"Albany, NY","Chicago, IL",723,593,183.426424957841,0.255824860471188,108771.87
"LAX-RDU","DL",2239,140798,"LAX","RDU","Delta",1,"Los Angeles, CA","Raleigh/Durham, NC",2239,3355,253.335681073025,0.113146798156778,849941.21
"IAD-MDW","WN",577,140394,"IAD","MDW","Southwest",1,"Washington, DC","Chicago, IL",621,10719,154.13225767329,0.267126963038632,1652143.67
"JFK-SFO","UA",2586,140101,"JFK","SFO","United",1,"New York City, NY","San Francisco, CA",2619,19404,353.001263656978,0.136504742326751,6849636.52
"DCA-ORD","UA",612,140051,"DCA","ORD","United",1,"Washington, DC","Chicago, IL",621,10719,170.361312130136,0.278368157075386,1826102.90472293
"GEG-PHX","AA",1020,139829,"GEG","PHX","American",1,"Spokane, WA","Phoenix, AZ",1023.5,1733,188.378139242723,0.184684450237964,326459.315307639
"DEN-IAD","WN",1452,139581,"DEN","IAD","Southwest",1,"Denver, CO","Washington, DC",1491,8384,187.30764119701,0.128999752890503,1570387.26379573
"JFK-SAN","B6",2446,139096,"JFK","SAN","Jetblue",1,"New York City, NY","San Diego, CA",2481,6994,283.45291628618,0.115884266674644,1982469.69650555
"HOU-TUL","WN",453,138980,"HOU","TUL","Southwest",1,"Houston, TX","Tulsa, OK",453,1226,155.350644371941,0.342937404794572,190459.89
"PIT-TPA","WN",873,138940,"PIT","TPA","Southwest",0,"Pittsburgh, PA","Tampa, FL",878,2296,168.638218641115,0.193170926278482,387193.35
"MCO-MIA","F9",192,138809,"MCO","MIA","Frontier",1,"Orlando, FL","Miami, FL",192,1516,113.205001954981,0.589609385182192,171618.782963751
"COS-PHX","WN",551,138238,"COS","PHX","Southwest",1,"Colorado Springs, CO","Phoenix, AZ",551,858,127.104405594406,0.230679501986217,109055.58
"BDL-MCO","WN",1050,138004,"BDL","MCO","Southwest",1,"Hartford, CT","Orlando, FL",1050,4124,162.286719595546,0.154558780567186,669270.431612031
"LAS-LAX","DL",236,136505,"LAS","LAX","Delta",1,"Las Vegas, NV","Los Angeles, CA",236,15680,116.934132527411,0.495483612404286,1833527.19802981
"BNA-SLC","DL",1404,136349,"BNA","SLC","Delta",1,"Nashville, TN","Salt Lake City, UT",1404,956,249.293849372385,0.177559721775203,238324.92
"AUS-LAS","AA",1090,136238,"AUS","LAS","American",0,"Austin, TX","Las Vegas, NV",1090,3861,137.985296794897,0.126592015408163,532761.230925099
"HOU-LGA","WN",1428,136196,"HOU","LGA","Southwest",1,"Houston, TX","New York City, NY",1465,11136,178.030684925725,0.124671347987202,1982549.70733288
"CMH-MCO","NK",802,135442,"CMH","MCO","Spirit",1,"Columbus, OH","Orlando, FL",802,2870,92.9416341463415,0.115887324371997,266742.49
"DFW-VPS","AA",641,134873,"DFW","VPS","American",1,"Dallas/Fort Worth, TX","Valparaiso, FL",641,957,186.918672936259,0.291604793972323,178881.17
"IAD-PHX","UA",1956,134415,"IAD","PHX","United",1,"Washington, DC","Phoenix, AZ",1999,4887,255.817209626201,0.130785894491923,1250178.70344324
"BOI-PHX","WN",735,134360,"BOI","PHX","Southwest",1,"Boise, ID","Phoenix, AZ",749,1778,140.211445444319,0.190763871352816,249295.95
"DEN-LAX","DL",862,134297,"DEN","LAX","Delta",1,"Denver, CO","Los Angeles, CA",862,14550,144.086572191716,0.167153796046074,2096459.62538947
"DEN-MIA","WN",1709,133631,"DEN","MIA","Southwest",1,"Denver, CO","Miami, FL",1709,7043,111.134160159023,0.06502876545291,782717.89
"LAX-STL","WN",1592,133548,"LAX","STL","Southwest",1,"Los Angeles, CA","St. Louis, MO",1592,3241,204.027624190065,0.128158055395769,661253.53
"SEA-STL","AS",1709,133461,"SEA","STL","Alaska",1,"Seattle, WA","St. Louis, MO",1709,1294,225.547851622875,0.131976507678686,291858.92
"MCO-STL","F9",882,133180,"MCO","STL","Frontier",1,"Orlando, FL","St. Louis, MO",882,3282,80.58218464351,0.0913630211377665,264470.73
"DFW-LAS","F9",1055,133102,"DFW","LAS","Frontier",1,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,9659,159.142927372051,0.150846376655973,1537161.53548664
"MKE-RSW","WN",1183,132887,"MKE","RSW","Southwest",0,"Milwaukee, WI","Fort Myers, FL",1183,1497,193.925270541082,0.163926686847914,290306.13
"IAD-SEA","AS",2306,132378,"IAD","SEA","Alaska",1,"Washington, DC","Seattle, WA",2335,4993,249.206555177248,0.108068757665762,1244288.33
"ORD-PDX","AA",1739,131836,"ORD","PDX","American",1,"Chicago, IL","Portland, OR",1751,2552,237.833919570174,0.136764761109933,606952.162743084
"LAX-TPA","DL",2158,131555,"LAX","TPA","Delta",1,"Los Angeles, CA","Tampa, FL",2158,3001,309.270249916694,0.143313368821452,928120.02
"ATL-PHX","AA",1587,131539,"ATL","PHX","American",1,"Atlanta, GA","Phoenix, AZ",1587,4063,189.866589771419,0.119638682905746,771427.954241276
"BDL-MDW","WN",777,131284,"BDL","MDW","Southwest",1,"Hartford, CT","Chicago, IL",783,1395,198.362322580645,0.255292564453855,276715.44
"BNA-CHS","WN",439,131253,"BNA","CHS","Southwest",0,"Nashville, TN","Charleston, SC",439,258,134.21,0.305717539863326,34626.18
"CHS-DFW","AA",987,131244,"CHS","DFW","American",1,"Charleston, SC","Dallas/Fort Worth, TX",987,1081,219.183607770583,0.222070524590256,236937.48
"JFK-SFO","AS",2586,130789,"JFK","SFO","Alaska",1,"New York City, NY","San Francisco, CA",2619,19404,298.370720045011,0.115379242090105,5789585.45175339
"ATL-MCO","NK",404,130767,"ATL","MCO","Spirit",1,"Atlanta, GA","Orlando, FL",404,6539,90.2398575904768,0.223365984134844,590078.428784128
"LGA-STL","WN",888,130564,"LGA","STL","Southwest",0,"New York City, NY","St. Louis, MO",929,2864,181.525705307263,0.20442083930998,519889.62
"DCA-HOU","WN",1218,130059,"DCA","HOU","Southwest",1,"Washington, DC","Houston, TX",1246,6897,219.616439031463,0.180309063244222,1514694.58
"BOS-STL","WN",1047,130011,"BOS","STL","Southwest",0,"Boston, MA","St. Louis, MO",1047,1328,240.645067771084,0.22984247160562,319576.65
"BNA-MIA","WN",806,129968,"BNA","MIA","Southwest",0,"Nashville, TN","Miami, FL",806,4524,128.417190539346,0.159326539130702,580959.37
"MCO-RDU","WN",534,129885,"MCO","RDU","Southwest",1,"Orlando, FL","Raleigh/Durham, NC",534,3103,117.887657106026,0.220763402820274,365805.4
"ATL-CLE","NK",554,129834,"ATL","CLE","Spirit",1,"Atlanta, GA","Cleveland, OH",554,3029,102.270323539122,0.184603472092278,309776.81
"ATL-AUS","WN",813,129830,"ATL","AUS","Southwest",1,"Atlanta, GA","Austin, TX",813,3225,142.932350387597,0.175808549062235,460956.83
"PDX-SEA","DL",129,129486,"PDX","SEA","Delta",1,"Portland, OR","Seattle, WA",129,603,158.200108151433,1.22635742753049,95394.665215314
"DEN-STL","OO",770,129274,"DEN","STL","Skywest",1,"Denver, CO","St. Louis, MO",770,3159,163.007065188306,0.21169748725754,514939.318929858
"MDW-SMF","WN",1790,129054,"MDW","SMF","Southwest",1,"Chicago, IL","Sacramento, CA",1790,1608,249.015037313433,0.139114545985158,400416.18
"ATL-RSW","WN",515,128813,"ATL","RSW","Southwest",1,"Atlanta, GA","Fort Myers, FL",515,1860,126.115844086022,0.244885134147615,234575.47
"ATL-MCI","WN",692,128724,"ATL","MCI","Southwest",1,"Atlanta, GA","Kansas City, MO",692,2148,160.010251396648,0.231228686989376,343702.02
"CLE-LAS","F9",1824,128567,"CLE","LAS","Frontier",1,"Cleveland, OH","Las Vegas, NV",1846,2638,212.634437925401,0.116575897985417,560929.647247209
"DEN-GRR","UA",1015,128374,"DEN","GRR","United",1,"Denver, CO","Grand Rapids, MI",1015,1208,201.894072847682,0.198910416598702,243888.04
"IAH-SLC","OO",1195,128144,"IAH","SLC","Skywest",1,"Houston, TX","Salt Lake City, UT",1214,2417,231.791667617547,0.193967922692508,560240.460631611
"BNA-SAN","WN",1751,128096,"BNA","SAN","Southwest",0,"Nashville, TN","San Diego, CA",1751,1215,252.455028806584,0.144177629244194,306732.86
"BNA-DEN","OO",1014,127835,"BNA","DEN","Skywest",1,"Nashville, TN","Denver, CO",1014,3419,177.603717512855,0.17515159518033,607227.110176451
"MDW-MEM","WN",480,127637,"MDW","MEM","Southwest",1,"Chicago, IL","Memphis, TN",491,1514,126.572688243065,0.263693100506385,191631.05
"CLE-DEN","WN",1201,126132,"CLE","DEN","Southwest",1,"Cleveland, OH","Denver, CO",1224,2121,102.970113154173,0.0857369801450229,218399.61
"LAX-SEA","OO",954,126111,"LAX","SEA","Skywest",1,"Los Angeles, CA","Seattle, WA",978,21677,147.831806136983,0.154959964504176,3204550.06163139
"ATL-JAX","WN",270,125692,"ATL","JAX","Southwest",1,"Atlanta, GA","Jacksonville, FL",270,1727,122.055361899247,0.452056895923138,210789.61
"JFK-SLC","B6",1990,125685,"JFK","SLC","Jetblue",1,"New York City, NY","Salt Lake City, UT",2022,4506,188.124194407457,0.0945347710590235,847687.62
"DCA-TPA","WN",814,125644,"DCA","TPA","Southwest",0,"Washington, DC","Tampa, FL",844,7281,153.998902623266,0.189187841060523,1121266.01
