"pair","carrier","dist","pass","port1","port2","port1_lat","port1_lon","port2_lat","port2_lon","carrier_name","Color"
"ACY-MCO","NK",852,219249,"ACY","MCO",39.45759964,-74.57720184,28.42939949,-81.30899811,"Spirit","#FDEB03"
"STL-TPA","WN",869,218988,"STL","TPA",38.748697,-90.370003,27.97550011,-82.53320313,"Southwest","#E6A137"
"HOU-STL","WN",687,218885,"HOU","STL",29.645399,-95.2789,38.748697,-90.370003,"Southwest","#E6A137"
"SEA-SLC","AS",689,218872,"SEA","SLC",47.449001,-122.308998,40.785749,-111.979746,"Alaska","#202050"
"MKE-PHX","WN",1460,218807,"MKE","PHX",42.94720078,-87.89659882,33.435302,-112.005905,"Southwest","#E6A137"
"AUS-LAX","DL",1242,218667,"AUS","LAX",30.197535,-97.662015,33.942501,-118.407997,"Delta","#882537"
"EWR-SEA","AS",2402,218379,"EWR","SEA",40.692501,-74.168701,47.449001,-122.308998,"Alaska","#202050"
"HNL-PHX","AA",2917,218007,"HNL","PHX",31.32062,-132.924228,33.435302,-112.005905,"American","#C42D31"
"BOS-SFO","UA",2704,217912,"BOS","SFO",42.3643,-71.005203,37.61899948,-122.375,"United","#3782CC"
"DTW-SAN","DL",1956,217119,"DTW","SAN",42.21239853,-83.35340118,32.73360062,-117.1900024,"Delta","#882537"
"JFK-PHX","AA",2153,216927,"JFK","PHX",40.639801,-73.7789,33.435302,-112.005905,"American","#C42D31"
"EWR-MCO","F9",937,216759,"EWR","MCO",40.692501,-74.168701,28.42939949,-81.30899811,"Frontier","#418369"
"ATL-SNA","DL",1919,216248,"ATL","SNA",33.6367,-84.428101,33.675701,-117.867996,"Delta","#882537"
"CMH-MDW","WN",283,216219,"CMH","MDW",39.998001,-82.891899,41.785999,-87.752403,"Southwest","#E6A137"
"LAS-PDX","AS",763,216137,"LAS","PDX",36.08010101,-115.1520004,45.58869934,-122.5979996,"Alaska","#202050"
"DEN-SFO","WN",967,215828,"DEN","SFO",39.86169815,-104.6729965,37.61899948,-122.375,"Southwest","#E6A137"
"LAS-PDX","NK",763,214593,"LAS","PDX",36.08010101,-115.1520004,45.58869934,-122.5979996,"Spirit","#FDEB03"
"ATL-JAN","DL",341,213950,"ATL","JAN",33.6367,-84.428101,32.311199,-90.075897,"Delta","#882537"
"FLL-LGA","B6",1076,213813,"FLL","LGA",26.072599,-80.152702,40.777199,-73.872597,"Jetblue","#303E71"
"DFW-RIC","AA",1158,213776,"DFW","RIC",32.896801,-97.038002,37.50519943,-77.31970215,"American","#C42D31"
"DTW-MDW","WN",228,213556,"DTW","MDW",42.21239853,-83.35340118,41.785999,-87.752403,"Southwest","#E6A137"
"DEN-DFW","F9",641,213292,"DEN","DFW",39.86169815,-104.6729965,32.896801,-97.038002,"Frontier","#418369"
"SEA-SMF","WN",605,213031,"SEA","SMF",47.449001,-122.308998,38.69540024,-121.5910034,"Southwest","#E6A137"
"HNL-SEA","DL",2677,211872,"HNL","SEA",31.32062,-132.924228,47.449001,-122.308998,"Delta","#882537"
"ASE-DEN","OO",125,211686,"ASE","DEN",39.22320175,-106.8690033,39.86169815,-104.6729965,"Skywest","#37509A"
"DFW-LGA","DL",1389,211542,"DFW","LGA",32.896801,-97.038002,40.777199,-73.872597,"Delta","#882537"
"JFK-TPA","B6",1005,211215,"JFK","TPA",40.639801,-73.7789,27.97550011,-82.53320313,"Jetblue","#303E71"
"ORD-SLC","DL",1250,211178,"ORD","SLC",41.9786,-87.9048,40.785749,-111.979746,"Delta","#882537"
"BOS-JFK","B6",187,210875,"BOS","JFK",42.3643,-71.005203,40.639801,-73.7789,"Jetblue","#303E71"
"DEN-PHL","WN",1558,210626,"DEN","PHL",39.86169815,-104.6729965,39.87189865,-75.2410965,"Southwest","#E6A137"
"OMA-PHX","WN",1037,210486,"OMA","PHX",41.3032,-95.894096,33.435302,-112.005905,"Southwest","#E6A137"
"DCA-LAX","AA",2311,210105,"DCA","LAX",38.8521,-77.037697,33.942501,-118.407997,"American","#C42D31"
"ORD-SMF","UA",1781,209074,"ORD","SMF",41.9786,-87.9048,38.69540024,-121.5910034,"United","#3782CC"
"MDW-PHL","WN",668,208800,"MDW","PHL",41.785999,-87.752403,39.87189865,-75.2410965,"Southwest","#E6A137"
"DEN-HNL","UA",3365,208798,"DEN","HNL",39.86169815,-104.6729965,31.32062,-132.924228,"United","#3782CC"
"SAN-SFO","OO",447,208546,"SAN","SFO",32.73360062,-117.1900024,37.61899948,-122.375,"Skywest","#37509A"
"ALB-ATL","DL",853,208390,"ALB","ATL",42.74829865,-73.80169678,33.6367,-84.428101,"Delta","#882537"
"FLL-IAD","UA",901,208245,"FLL","IAD",26.072599,-80.152702,38.9445,-77.455803,"United","#3782CC"
"GEG-SEA","OO",224,208199,"GEG","SEA",47.6199,-117.533997,47.449001,-122.308998,"Skywest","#37509A"
"DEN-RNO","WN",804,207796,"DEN","RNO",39.86169815,-104.6729965,39.49909973,-119.7679977,"Southwest","#E6A137"
"DEN-MSP","UA",680,207680,"DEN","MSP",39.86169815,-104.6729965,44.882,-93.221802,"United","#3782CC"
"MSP-PHX","AA",1276,207599,"MSP","PHX",44.882,-93.221802,33.435302,-112.005905,"American","#C42D31"
"MCO-PVD","WN",1072,207410,"MCO","PVD",28.42939949,-81.30899811,41.725038,-71.425668,"Southwest","#E6A137"
"RSW-STL","WN",979,206667,"RSW","STL",26.53619957,-81.75520325,38.748697,-90.370003,"Southwest","#E6A137"
"IAH-SNA","UA",1346,206074,"IAH","SNA",29.9843998,-95.34140015,33.675701,-117.867996,"United","#3782CC"
"MIA-MSY","AA",675,205875,"MIA","MSY",25.79319954,-80.29060364,29.99340057,-90.25800323,"American","#C42D31"
"MDW-MSY","WN",825,205737,"MDW","MSY",41.785999,-87.752403,29.99340057,-90.25800323,"Southwest","#E6A137"
"BNA-STL","WN",272,205462,"BNA","STL",36.12450027,-86.67819977,38.748697,-90.370003,"Southwest","#E6A137"
"MDW-PIT","WN",402,204683,"MDW","PIT",41.785999,-87.752403,40.49150085,-80.23290253,"Southwest","#E6A137"
"AUS-SLC","DL",1086,204589,"AUS","SLC",30.197535,-97.662015,40.785749,-111.979746,"Delta","#882537"
"DTW-TPA","NK",983,204291,"DTW","TPA",42.21239853,-83.35340118,27.97550011,-82.53320313,"Spirit","#FDEB03"
"DEN-RNO","UA",804,204065,"DEN","RNO",39.86169815,-104.6729965,39.49909973,-119.7679977,"United","#3782CC"
"JFK-LAS","B6",2248,203140,"JFK","LAS",40.639801,-73.7789,36.08010101,-115.1520004,"Jetblue","#303E71"
"ATL-HSV","DL",151,202733,"ATL","HSV",33.6367,-84.428101,34.637199,-86.775101,"Delta","#882537"
"PSP-SFO","OO",421,202526,"PSP","SFO",33.8297,-116.507004,37.61899948,-122.375,"Skywest","#37509A"
"ATL-LAX","NK",1947,202189,"ATL","LAX",33.6367,-84.428101,33.942501,-118.407997,"Spirit","#FDEB03"
"BOS-SEA","DL",2496,201607,"BOS","SEA",42.3643,-71.005203,47.449001,-122.308998,"Delta","#882537"
"IAH-PDX","UA",1825,201279,"IAH","PDX",29.9843998,-95.34140015,45.58869934,-122.5979996,"United","#3782CC"
"DEN-JAC","UA",406,201065,"DEN","JAC",39.86169815,-104.6729965,43.6072998,-110.737999,"United","#3782CC"
"DEN-OGG","UA",3302,200879,"DEN","OGG",39.86169815,-104.6729965,30.898543,-131.431212,"United","#3782CC"
"MSP-ORD","OO",334,200817,"MSP","ORD",44.882,-93.221802,41.9786,-87.9048,"Skywest","#37509A"
"LAX-SFO","WN",337,200665,"LAX","SFO",33.942501,-118.407997,37.61899948,-122.375,"Southwest","#E6A137"
"ATL-SYR","DL",794,200103,"ATL","SYR",33.6367,-84.428101,43.11119843,-76.10630035,"Delta","#882537"
"IND-TPA","WN",837,199871,"IND","TPA",39.7173,-86.294403,27.97550011,-82.53320313,"Southwest","#E6A137"
"DEN-GEG","WN",836,199863,"DEN","GEG",39.86169815,-104.6729965,47.6199,-117.533997,"Southwest","#E6A137"
"ATL-PVD","DL",903,199743,"ATL","PVD",33.6367,-84.428101,41.725038,-71.425668,"Delta","#882537"
"BOS-LAX","AA",2611,199619,"BOS","LAX",42.3643,-71.005203,33.942501,-118.407997,"American","#C42D31"
"ATL-ROC","DL",749,199610,"ATL","ROC",33.6367,-84.428101,43.1189,-77.672401,"Delta","#882537"
"MCO-RDU","DL",534,199048,"MCO","RDU",28.42939949,-81.30899811,35.87760162,-78.78749847,"Delta","#882537"
"DEN-LGB","WN",854,199027,"DEN","LGB",39.86169815,-104.6729965,33.817699,-118.152,"Southwest","#E6A137"
"JFK-RSW","B6",1074,198718,"JFK","RSW",40.639801,-73.7789,26.53619957,-81.75520325,"Jetblue","#303E71"
"PDX-SMF","WN",479,198691,"PDX","SMF",45.58869934,-122.5979996,38.69540024,-121.5910034,"Southwest","#E6A137"
"ATL-MLB","DL",442,198022,"ATL","MLB",33.6367,-84.428101,28.1028,-80.645302,"Delta","#882537"
"AUS-ORD","UA",977,197923,"AUS","ORD",30.197535,-97.662015,41.9786,-87.9048,"United","#3782CC"
"DAL-TUL","WN",238,197725,"DAL","TUL",32.847099,-96.851799,36.19839859,-95.88809967,"Southwest","#E6A137"
"CLE-MCO","NK",895,197205,"CLE","MCO",41.4117012,-81.84980011,28.42939949,-81.30899811,"Spirit","#FDEB03"
"ATL-LAS","WN",1747,197068,"ATL","LAS",33.6367,-84.428101,36.08010101,-115.1520004,"Southwest","#E6A137"
"LAS-SEA","NK",867,196934,"LAS","SEA",36.08010101,-115.1520004,47.449001,-122.308998,"Spirit","#FDEB03"
"MDW-MIA","WN",1182,196847,"MDW","MIA",41.785999,-87.752403,25.79319954,-80.29060364,"Southwest","#E6A137"
"LGA-MCO","B6",950,196779,"LGA","MCO",40.777199,-73.872597,28.42939949,-81.30899811,"Jetblue","#303E71"
"BZN-MSP","DL",874,196662,"BZN","MSP",45.77750015,-111.1529999,44.882,-93.221802,"Delta","#882537"
"LGA-ORD","UA",733,196357,"LGA","ORD",40.777199,-73.872597,41.9786,-87.9048,"United","#3782CC"
"MDW-RDU","WN",632,195975,"MDW","RDU",41.785999,-87.752403,35.87760162,-78.78749847,"Southwest","#E6A137"
"IAD-SAN","UA",2253,195855,"IAD","SAN",38.9445,-77.455803,32.73360062,-117.1900024,"United","#3782CC"
"CLT-SYR","AA",603,195842,"CLT","SYR",35.2140007,-80.94309998,43.11119843,-76.10630035,"American","#C42D31"
"CLE-EWR","UA",404,195223,"CLE","EWR",41.4117012,-81.84980011,40.692501,-74.168701,"United","#3782CC"
"BOI-DEN","UA",649,195068,"BOI","DEN",43.5644,-116.223,39.86169815,-104.6729965,"United","#3782CC"
"BNA-ECP","WN",401,194803,"BNA","ECP",36.12450027,-86.67819977,30.357106,-85.795414,"Southwest","#E6A137"
"SEA-TPA","AS",2520,194496,"SEA","TPA",47.449001,-122.308998,27.97550011,-82.53320313,"Alaska","#202050"
"AUS-ORD","AA",977,194334,"AUS","ORD",30.197535,-97.662015,41.9786,-87.9048,"American","#C42D31"
"LAS-SMF","NK",397,193650,"LAS","SMF",36.08010101,-115.1520004,38.69540024,-121.5910034,"Spirit","#FDEB03"
"DEN-OMA","UA",472,193327,"DEN","OMA",39.86169815,-104.6729965,41.3032,-95.894096,"United","#3782CC"
"LAX-OGG","HA",2486,193061,"LAX","OGG",33.942501,-118.407997,30.898543,-131.431212,"Hawaiian","#A1418E"
"AUS-BWI","WN",1342,192971,"AUS","BWI",30.197535,-97.662015,39.1754,-76.668297,"Southwest","#E6A137"
"CLT-SRQ","AA",547,192774,"CLT","SRQ",35.2140007,-80.94309998,27.395399,-82.554398,"American","#C42D31"
"DEN-TUS","WN",639,192751,"DEN","TUS",39.86169815,-104.6729965,32.115004,-110.938053,"Southwest","#E6A137"
"SFO-SNA","OO",372,192259,"SFO","SNA",37.61899948,-122.375,33.675701,-117.867996,"Skywest","#37509A"
"LAS-SFO","F9",414,191864,"LAS","SFO",36.08010101,-115.1520004,37.61899948,-122.375,"Frontier","#418369"
"ATL-MCO","F9",404,191356,"ATL","MCO",33.6367,-84.428101,28.42939949,-81.30899811,"Frontier","#418369"
"LGB-PHX","WN",355,190638,"LGB","PHX",33.817699,-118.152,33.435302,-112.005905,"Southwest","#E6A137"
"LAS-OMA","WN",1099,190430,"LAS","OMA",36.08010101,-115.1520004,41.3032,-95.894096,"Southwest","#E6A137"
"LAS-TUS","WN",365,189849,"LAS","TUS",36.08010101,-115.1520004,32.115004,-110.938053,"Southwest","#E6A137"
"MIA-RDU","AA",700,189820,"MIA","RDU",25.79319954,-80.29060364,35.87760162,-78.78749847,"American","#C42D31"
"DTW-MIA","DL",1145,189613,"DTW","MIA",42.21239853,-83.35340118,25.79319954,-80.29060364,"Delta","#882537"
"DEN-GEG","UA",836,189562,"DEN","GEG",39.86169815,-104.6729965,47.6199,-117.533997,"United","#3782CC"
"MDW-OAK","WN",1844,189493,"MDW","OAK",41.785999,-87.752403,37.721298,-122.221001,"Southwest","#E6A137"
"COS-DEN","WN",73,188897,"COS","DEN",38.805801,-104.700996,39.86169815,-104.6729965,"Southwest","#E6A137"
"MIA-MSP","DL",1501,188671,"MIA","MSP",25.79319954,-80.29060364,44.882,-93.221802,"Delta","#882537"
"DAL-DCA","WN",1184,188308,"DAL","DCA",32.847099,-96.851799,38.8521,-77.037697,"Southwest","#E6A137"
"ATL-DEN","F9",1199,188162,"ATL","DEN",33.6367,-84.428101,39.86169815,-104.6729965,"Frontier","#418369"
"ATL-SEA","AS",2182,188018,"ATL","SEA",33.6367,-84.428101,47.449001,-122.308998,"Alaska","#202050"
"DCA-SEA","AS",2329,187773,"DCA","SEA",38.8521,-77.037697,47.449001,-122.308998,"Alaska","#202050"
"ISP-MCO","F9",971,187733,"ISP","MCO",40.79520035,-73.10019684,28.42939949,-81.30899811,"Frontier","#418369"
"BWI-CLE","WN",314,187650,"BWI","CLE",39.1754,-76.668297,41.4117012,-81.84980011,"Southwest","#E6A137"
"CLT-MYR","AA",157,187649,"CLT","MYR",35.2140007,-80.94309998,33.67969894,-78.92829895,"American","#C42D31"
"BNA-MIA","AA",806,187621,"BNA","MIA",36.12450027,-86.67819977,25.79319954,-80.29060364,"American","#C42D31"
"LAX-OGG","UA",2486,187519,"LAX","OGG",33.942501,-118.407997,30.898543,-131.431212,"United","#3782CC"
"DAL-MAF","WN",319,187103,"DAL","MAF",32.847099,-96.851799,31.94249916,-102.2020035,"Southwest","#E6A137"
"EWR-PBI","B6",1023,186877,"EWR","PBI",40.692501,-74.168701,26.68320084,-80.09559631,"Jetblue","#303E71"
"ANC-MSP","DL",2519,186850,"ANC","MSP",41.1744,-134.996002,44.882,-93.221802,"Delta","#882537"
"FLL-ORD","AA",1182,186820,"FLL","ORD",26.072599,-80.152702,41.9786,-87.9048,"American","#C42D31"
"HNL-LIH","WN",102,186429,"HNL","LIH",31.32062,-132.924228,31.976,-134.339005,"Southwest","#E6A137"
"ATL-TUS","DL",1541,186150,"ATL","TUS",33.6367,-84.428101,32.115004,-110.938053,"Delta","#882537"
"DEN-LGA","WN",1620,185991,"DEN","LGA",39.86169815,-104.6729965,40.777199,-73.872597,"Southwest","#E6A137"
"BOI-SEA","AS",399,185974,"BOI","SEA",43.5644,-116.223,47.449001,-122.308998,"Alaska","#202050"
"FLL-MSP","DL",1487,185920,"FLL","MSP",26.072599,-80.152702,44.882,-93.221802,"Delta","#882537"
"MCI-SLC","DL",920,185808,"MCI","SLC",39.2976,-94.713898,40.785749,-111.979746,"Delta","#882537"
"BOI-LAS","WN",519,185435,"BOI","LAS",43.5644,-116.223,36.08010101,-115.1520004,"Southwest","#E6A137"
"DCA-MCO","WN",759,185277,"DCA","MCO",38.8521,-77.037697,28.42939949,-81.30899811,"Southwest","#E6A137"
"CVG-MCO","DL",757,185209,"CVG","MCO",39.048801,-84.667801,28.42939949,-81.30899811,"Delta","#882537"
"EWR-TPA","B6",997,185062,"EWR","TPA",40.692501,-74.168701,27.97550011,-82.53320313,"Jetblue","#303E71"
"ATL-MYR","DL",317,184853,"ATL","MYR",33.6367,-84.428101,33.67969894,-78.92829895,"Delta","#882537"
"AUS-DTW","DL",1149,184347,"AUS","DTW",30.197535,-97.662015,42.21239853,-83.35340118,"Delta","#882537"
"BDL-MCO","B6",1050,184161,"BDL","MCO",41.93851,-72.688066,28.42939949,-81.30899811,"Jetblue","#303E71"
"IND-LAS","WN",1590,183999,"IND","LAS",39.7173,-86.294403,36.08010101,-115.1520004,"Southwest","#E6A137"
"ELP-HOU","WN",677,183837,"ELP","HOU",31.80719948,-106.3779984,29.645399,-95.2789,"Southwest","#E6A137"
"EWR-SEA","UA",2402,183825,"EWR","SEA",40.692501,-74.168701,47.449001,-122.308998,"United","#3782CC"
"COS-DEN","UA",73,183600,"COS","DEN",38.805801,-104.700996,39.86169815,-104.6729965,"United","#3782CC"
"GEG-SLC","DL",546,183555,"GEG","SLC",47.6199,-117.533997,40.785749,-111.979746,"Delta","#882537"
"CVG-MCO","F9",757,183386,"CVG","MCO",39.048801,-84.667801,28.42939949,-81.30899811,"Frontier","#418369"
"PHX-RNO","WN",601,183209,"PHX","RNO",33.435302,-112.005905,39.49909973,-119.7679977,"Southwest","#E6A137"
"IND-RSW","WN",945,183144,"IND","RSW",39.7173,-86.294403,26.53619957,-81.75520325,"Southwest","#E6A137"
"ONT-SJC","WN",333,183029,"ONT","SJC",34.05599976,-117.6009979,37.362598,-121.929001,"Southwest","#E6A137"
"BZN-DEN","UA",524,182686,"BZN","DEN",45.77750015,-111.1529999,39.86169815,-104.6729965,"United","#3782CC"
"DFW-PNS","AA",604,182448,"DFW","PNS",32.896801,-97.038002,30.4734,-87.1866,"American","#C42D31"
"LAX-OGG","DL",2486,182419,"LAX","OGG",33.942501,-118.407997,30.898543,-131.431212,"Delta","#882537"
"CLE-FLL","NK",1062,182315,"CLE","FLL",41.4117012,-81.84980011,26.072599,-80.152702,"Spirit","#FDEB03"
"CLT-PVD","AA",683,181985,"CLT","PVD",35.2140007,-80.94309998,41.725038,-71.425668,"American","#C42D31"
"LAX-MCO","AA",2218,181966,"LAX","MCO",33.942501,-118.407997,28.42939949,-81.30899811,"American","#C42D31"
"BOI-LAX","OO",674,181764,"BOI","LAX",43.5644,-116.223,33.942501,-118.407997,"Skywest","#37509A"
"CVG-DFW","AA",812,181523,"CVG","DFW",39.048801,-84.667801,32.896801,-97.038002,"American","#C42D31"
"IAH-LGA","UA",1416,181372,"IAH","LGA",29.9843998,-95.34140015,40.777199,-73.872597,"United","#3782CC"
"PHL-RSW","AA",993,181331,"PHL","RSW",39.87189865,-75.2410965,26.53619957,-81.75520325,"American","#C42D31"
"SFO-SNA","UA",372,181214,"SFO","SNA",37.61899948,-122.375,33.675701,-117.867996,"United","#3782CC"
"CLE-RSW","F9",1025,181180,"CLE","RSW",41.4117012,-81.84980011,26.53619957,-81.75520325,"Frontier","#418369"
"BNA-SEA","AS",1978,180989,"BNA","SEA",36.12450027,-86.67819977,47.449001,-122.308998,"Alaska","#202050"
"LGB-OAK","WN",353,180491,"LGB","OAK",33.817699,-118.152,37.721298,-122.221001,"Southwest","#E6A137"
"DEN-SFO","F9",967,180398,"DEN","SFO",39.86169815,-104.6729965,37.61899948,-122.375,"Frontier","#418369"
"JFK-PHX","DL",2153,180145,"JFK","PHX",40.639801,-73.7789,33.435302,-112.005905,"Delta","#882537"
"LAS-PHX","F9",255,180144,"LAS","PHX",36.08010101,-115.1520004,33.435302,-112.005905,"Frontier","#418369"
"IAH-RSW","UA",861,180108,"IAH","RSW",29.9843998,-95.34140015,26.53619957,-81.75520325,"United","#3782CC"
"BNA-LGA","WN",764,179707,"BNA","LGA",36.12450027,-86.67819977,40.777199,-73.872597,"Southwest","#E6A137"
"BOS-DEN","WN",1754,179623,"BOS","DEN",42.3643,-71.005203,39.86169815,-104.6729965,"Southwest","#E6A137"
"DEN-MSY","UA",1062,179458,"DEN","MSY",39.86169815,-104.6729965,29.99340057,-90.25800323,"United","#3782CC"
"DEN-SLC","OO",391,179436,"DEN","SLC",39.86169815,-104.6729965,40.785749,-111.979746,"Skywest","#37509A"
"JAC-SLC","DL",205,179353,"JAC","SLC",43.6072998,-110.737999,40.785749,-111.979746,"Delta","#882537"
"BOS-LAS","B6",2381,179334,"BOS","LAS",42.3643,-71.005203,36.08010101,-115.1520004,"Jetblue","#303E71"
"DEN-IAH","F9",862,179312,"DEN","IAH",39.86169815,-104.6729965,29.9843998,-95.34140015,"Frontier","#418369"
"BOS-TPA","DL",1185,178725,"BOS","TPA",42.3643,-71.005203,27.97550011,-82.53320313,"Delta","#882537"
"BWI-MSP","DL",936,178352,"BWI","MSP",39.1754,-76.668297,44.882,-93.221802,"Delta","#882537"
"BNA-MSY","WN",471,178343,"BNA","MSY",36.12450027,-86.67819977,29.99340057,-90.25800323,"Southwest","#E6A137"
"GRR-MDW","WN",137,178135,"GRR","MDW",42.88079834,-85.52279663,41.785999,-87.752403,"Southwest","#E6A137"
"BNA-ORD","OO",409,177661,"BNA","ORD",36.12450027,-86.67819977,41.9786,-87.9048,"Skywest","#37509A"
"ATL-DEN","UA",1199,177371,"ATL","DEN",33.6367,-84.428101,39.86169815,-104.6729965,"United","#3782CC"
"LGB-SMF","WN",387,177333,"LGB","SMF",33.817699,-118.152,38.69540024,-121.5910034,"Southwest","#E6A137"
"BNA-RDU","WN",442,177285,"BNA","RDU",36.12450027,-86.67819977,35.87760162,-78.78749847,"Southwest","#E6A137"
"PDX-SEA","OO",129,176902,"PDX","SEA",45.58869934,-122.5979996,47.449001,-122.308998,"Skywest","#37509A"
"ORD-TPA","NK",1011,176749,"ORD","TPA",41.9786,-87.9048,27.97550011,-82.53320313,"Spirit","#FDEB03"
"CMH-DEN","WN",1154,176690,"CMH","DEN",39.998001,-82.891899,39.86169815,-104.6729965,"Southwest","#E6A137"
"BUR-DFW","AA",1231,176659,"BUR","DFW",34.197703,-118.356378,32.896801,-97.038002,"American","#C42D31"
"MSP-SEA","AS",1399,176490,"MSP","SEA",44.882,-93.221802,47.449001,-122.308998,"Alaska","#202050"
"JFK-SAN","DL",2446,176351,"JFK","SAN",40.639801,-73.7789,32.73360062,-117.1900024,"Delta","#882537"
"IAH-SLC","DL",1195,176093,"IAH","SLC",29.9843998,-95.34140015,40.785749,-111.979746,"Delta","#882537"
"CLT-SLC","AA",1727,175713,"CLT","SLC",35.2140007,-80.94309998,40.785749,-111.979746,"American","#C42D31"
"DEN-RSW","UA",1607,175532,"DEN","RSW",39.86169815,-104.6729965,26.53619957,-81.75520325,"United","#3782CC"
"BDL-MIA","AA",1194,175297,"BDL","MIA",41.93851,-72.688066,25.79319954,-80.29060364,"American","#C42D31"
"PDX-PHX","AS",1009,174993,"PDX","PHX",45.58869934,-122.5979996,33.435302,-112.005905,"Alaska","#202050"
"BWI-DTW","DL",409,174885,"BWI","DTW",39.1754,-76.668297,42.21239853,-83.35340118,"Delta","#882537"
"PBI-PHL","AA",951,174770,"PBI","PHL",26.68320084,-80.09559631,39.87189865,-75.2410965,"American","#C42D31"
"ATL-MSY","WN",425,174508,"ATL","MSY",33.6367,-84.428101,29.99340057,-90.25800323,"Southwest","#E6A137"
"MDW-SLC","WN",1259,174400,"MDW","SLC",41.785999,-87.752403,40.785749,-111.979746,"Southwest","#E6A137"
"LAS-SAN","F9",258,174143,"LAS","SAN",36.08010101,-115.1520004,32.73360062,-117.1900024,"Frontier","#418369"
"AMA-DAL","WN",323,173733,"AMA","DAL",35.219398,-101.706001,32.847099,-96.851799,"Southwest","#E6A137"
"PDX-SFO","AS",550,173594,"PDX","SFO",45.58869934,-122.5979996,37.61899948,-122.375,"Alaska","#202050"
"AUS-SFO","UA",1504,173590,"AUS","SFO",30.197535,-97.662015,37.61899948,-122.375,"United","#3782CC"
"BWI-CMH","WN",337,173558,"BWI","CMH",39.1754,-76.668297,39.998001,-82.891899,"Southwest","#E6A137"
"IND-PHX","WN",1488,173434,"IND","PHX",39.7173,-86.294403,33.435302,-112.005905,"Southwest","#E6A137"
"DEN-PIT","UA",1290,173242,"DEN","PIT",39.86169815,-104.6729965,40.49150085,-80.23290253,"United","#3782CC"
"EWR-PHX","AA",2133,173155,"EWR","PHX",40.692501,-74.168701,33.435302,-112.005905,"American","#C42D31"
"ATL-ONT","DL",1900,173024,"ATL","ONT",33.6367,-84.428101,34.05599976,-117.6009979,"Delta","#882537"
"MCO-SFO","UA",2446,172852,"MCO","SFO",28.42939949,-81.30899811,37.61899948,-122.375,"United","#3782CC"
"CLT-PWM","AA",813,172753,"CLT","PWM",35.2140007,-80.94309998,43.646198,-70.309303,"American","#C42D31"
"BNA-LAX","WN",1797,172441,"BNA","LAX",36.12450027,-86.67819977,33.942501,-118.407997,"Southwest","#E6A137"
"MCO-MSY","NK",551,172312,"MCO","MSY",28.42939949,-81.30899811,29.99340057,-90.25800323,"Spirit","#FDEB03"
"BOI-SEA","OO",399,172134,"BOI","SEA",43.5644,-116.223,47.449001,-122.308998,"Skywest","#37509A"
"DEN-LAS","NK",628,171419,"DEN","LAS",39.86169815,-104.6729965,36.08010101,-115.1520004,"Spirit","#FDEB03"
"DFW-OMA","AA",583,171346,"DFW","OMA",32.896801,-97.038002,41.3032,-95.894096,"American","#C42D31"
"GEG-LAS","WN",806,171179,"GEG","LAS",47.6199,-117.533997,36.08010101,-115.1520004,"Southwest","#E6A137"
"MCO-PIT","NK",834,170922,"MCO","PIT",28.42939949,-81.30899811,40.49150085,-80.23290253,"Spirit","#FDEB03"
"CLT-DTW","DL",500,170500,"CLT","DTW",35.2140007,-80.94309998,42.21239853,-83.35340118,"Delta","#882537"
"GEG-MSP","DL",1175,170396,"GEG","MSP",47.6199,-117.533997,44.882,-93.221802,"Delta","#882537"
"BWI-LAX","WN",2329,169972,"BWI","LAX",39.1754,-76.668297,33.942501,-118.407997,"Southwest","#E6A137"
"MSP-OMA","OO",282,169951,"MSP","OMA",44.882,-93.221802,41.3032,-95.894096,"Skywest","#37509A"
"OKC-ORD","OO",693,169946,"OKC","ORD",35.393101,-97.6007,41.9786,-87.9048,"Skywest","#37509A"
"OKC-PHX","WN",833,169824,"OKC","PHX",35.393101,-97.6007,33.435302,-112.005905,"Southwest","#E6A137"
"ATL-STL","WN",484,169797,"ATL","STL",33.6367,-84.428101,38.748697,-90.370003,"Southwest","#E6A137"
"ATL-CAE","DL",192,169460,"ATL","CAE",33.6367,-84.428101,33.938801,-81.119499,"Delta","#882537"
"BOS-SAN","B6",2588,169460,"BOS","SAN",42.3643,-71.005203,32.73360062,-117.1900024,"Jetblue","#303E71"
"ORD-RSW","NK",1120,169159,"ORD","RSW",41.9786,-87.9048,26.53619957,-81.75520325,"Spirit","#FDEB03"
"IAD-LAS","UA",2065,169076,"IAD","LAS",38.9445,-77.455803,36.08010101,-115.1520004,"United","#3782CC"
"HOU-SAN","WN",1313,168752,"HOU","SAN",29.645399,-95.2789,32.73360062,-117.1900024,"Southwest","#E6A137"
"BOI-DEN","WN",649,168709,"BOI","DEN",43.5644,-116.223,39.86169815,-104.6729965,"Southwest","#E6A137"
"DTW-RDU","DL",501,168662,"DTW","RDU",42.21239853,-83.35340118,35.87760162,-78.78749847,"Delta","#882537"
"DFW-LAX","DL",1235,168368,"DFW","LAX",32.896801,-97.038002,33.942501,-118.407997,"Delta","#882537"
"HNL-SFO","HA",2398,168291,"HNL","SFO",31.32062,-132.924228,37.61899948,-122.375,"Hawaiian","#A1418E"
"ATL-PHL","F9",666,168071,"ATL","PHL",33.6367,-84.428101,39.87189865,-75.2410965,"Frontier","#418369"
"MDW-SDF","WN",271,168020,"MDW","SDF",41.785999,-87.752403,38.1744,-85.736,"Southwest","#E6A137"
